Artist,Title songs,Popularity,label
Mc Kresha,A Thu Kush?!!!,26,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 11 Evangelist: ""Und es waren Hirten in derselben Gegend""",0,2
Vincent Hall Trio,What The Heart Wants,60,3
Slank,Ku Tak Bisa,55,2
Kacey Musgraves,The Wurlitzer Prize - Live,39,1
M.M.T Music Offical,Piştî Te,5,4
Sam Smith,Too Good At Goodbyes,75,2
EST Gee,Get Money (feat. Yo Gotti),53,0
SUNMI,TAIL,66,4
Offset,Ric Flair Drip (with Metro Boomin),82,4
Porter Wagoner,If Teardrops Were Pennies,28,2
Jhené Aiko,The Worst,72,4
Wolfgang Amadeus Mozart,"Sonata No. 5 in G Major, K 283: II. Andante",0,3
BTS,Begin,66,4
DJ Snake,U Are My High,80,4
The Moody Blues,The Other Side Of Life - Live At Red Rocks/1992,11,1
Renee Olstead,A Love That Will Last,61,2
Ricky Nelson,A Teenager's Romance,60,2
Jorma Kaukonen,Sugaree - Live,23,1
Dan Fogelberg,Leader Of The Band,27,1
Monsta X,BESIDE U (I.M RAP VER) (feat. Pitbull),41,4
Buck Owens,Corn Likker,30,0
Javi Lobe,Time Of Loneliness,63,3
Juicy Luicy,Tanpa Tergesa,59,4
Nadin Amizah,—star.,55,2
Styx,Renegade,23,0
Puddle Of Mudd,Blurry,67,4
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,75,4
"Earth, Wind & Fire",After the Love Has Gone,68,1
TOMORROW X TOGETHER,Blue Orangeade,60,4
Johann Sebastian Bach,"Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante",0,3
Paramore,Misery Business,77,0
J Boog,Every Little Thing,52,0
Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),81,4
The Band,W.S. Walcott Medicine Show - Live At The Academy Of Music/1971 / 2005 Remix & /Remaster,21,1
Travis Scott,MAFIA,84,4
System Of A Down,Toxicity,79,4
Avicii,Hey Brother,79,4
Duke Ellington,Sugar Rum Cherry (Dance of the Sugar-Plum Fairy),53,3
Joel Lyssarides,A Better Place,58,3
Far East Movement,Like A G6,70,0
Greta Van Fleet,Safari Song,69,0
Eclat Story,Can't Take My Eyes Off You,52,2
Tom Petty,Rockin' Around (With You) - 2018 Remaster,23,0
The Statler Brothers,His Eye Is On The Sparrow,24,1
Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),80,4
Axwell /\ Ingrosso,More Than You Know,81,0
BTS,Boy With Luv (feat. Halsey),82,0
Tiara Andini,Maafkan Aku #terlanjurmencinta,66,2
Jelly Roll,Cactus,26,2
KISS,I Was Made For Lovin' You,82,0
Ben Hubert,Georgia On My Mind,54,3
Benny Golson,From Dream to Dream,56,3
Endank Soekamti,Sampai Jumpa,59,2
Hot Chelle Rae,Tonight Tonight,75,0
Ungu,Kekasih Gelapku,53,4
KLIM,Watanabe,54,4
Francis Karel,Another,55,0
Johann Sebastian Bach,"Goldberg Variations, BWV 988: Var. 15, Canone alla quinta",0,3
Iksan Skuter,Pulang - new version,25,2
Buena Vista Social Club,Chan Chan,69,2
Grateful Dead,"The Music Never Stopped - Live at Pembroke Pines, FL, May 22, 1977",26,1
Andrew Gold,Lonely Boy - Re-Recorded,28,4
TheOvertunes,I Still Love You (Acoustic Version),60,2
Mac Miller,Fight the Feeling,67,1
John Parr,St. Elmos Fire (Man In Motion),20,4
Chancla,Cayo,58,3
BLACKPINK,Bet You Wanna (feat. Cardi B),66,0
Dive Collate,Winter,11,4
Maroon 5,Beautiful Mistakes,0,0
Don Toliver,Way Bigger,75,4
Snow Patrol,Chasing Cars,79,4
Jackson Wang,100 Ways,67,0
Charley Crockett,Music City USA,49,4
Sub Urban,Cradles,74,0
Thedyingsirens,Indonesiaku (Demo),1,2
San E,i am sick,4,2
Bryson Tiller,Run Me Dry,65,0
Peter Frampton,Show Me The Way - Live In The United States/1976,21,1
Amigdala,Kukira Kau Rumah,70,3
The Statler Brothers,What A Friend We Have In Jesus,31,2
Baby Keem,HONEST,75,2
Endank Soekamti,Rock Revolution,14,4
George Thorogood & The Destroyers,Rock Party - Live,11,1
Billie Eilish,NDA,79,0
Rich Brian,Drive Safe,66,2
Wes Montgomery,Days Of Wine And Roses,55,3
Yura Yunita,Buka Hati,55,2
Music Travel Love,When You Look Me in the Eyes (Live at the Arches),55,2
Mac Miller,Missed Calls,64,2
Helge Schneider,Wenn der Abend kommt - Remastered,5,0
P1Harmony,Scared,56,0
Bob Dylan,"Just Like a Woman - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",26,1
Pat Benatar,Heartbreaker,20,1
Ted Nugent,My Bow & Arrow,28,2
The Statler Brothers,Amazing Grace,27,2
Dierks Bentley,Days Of Dark,31,4
Olivia Rodrigo,happier,88,2
BTS,Dope,72,0
Stray Kids,Hellevator,60,4
TOOL,Schism,71,4
Bryson Tiller,Somethin Tells Me,56,4
Steve Earle,Feel Alright,27,0
Rihanna,Diamonds,69,4
TWICE,SCIENTIST - R3HAB Remix,64,0
Joyner Lucas,Ramen & OJ,79,2
Stevan Pasaribu,Belum Siap Kehilangan,73,2
Tiësto,The Business,87,4
Kody West,Green - Live at Studio B at Fort Worth Sound,23,4
IU,Blueming,70,0
Afgan,Sadis,54,2
Johann Sebastian Bach,"Concerto For Harpsichord, Strings, And Continuo No. 5 In F Minor, BWV 1056: 2. Largo",0,3
DPR LIVE,Action!,56,1
Empire of the Sun,Walking On A Dream,79,0
Monsta X,Got me in chains,59,0
Pamungkas,One Only,68,4
Faces,Ooh La La,72,2
EST Gee,Shine Together,0,0
TOMORROW X TOGETHER,No Rules,67,0
T-Pain,Bartender (feat. Akon),75,4
IU,strawberry moon,75,4
Ronnie Dunn,Cowgirls Rock N Roll,21,4
Norah Jones,A Holiday With You,25,2
Francis Karel,I Don't Like How Much I Like You,54,4
Eric Church,Springsteen,73,0
HEIZE,"Me, Myself & I [From ""Unpretty Rapstar 2 Track 2""]",28,0
Tones And I,Dance Monkey,81,2
James Bay,Let It Go,73,2
12mé,You Know,0,0
Anita Baker,Giving You the Best That I Got - Single Version,50,2
Shakira,She Wolf,73,0
Kendrick Lamar,Poetic Justice,71,0
Kaspa.,Mull Over,55,3
Ten2Five,Anging Mamirih,22,2
Nujabes,Feather (feat. Cise Starr & Akin from CYNE),63,2
Jelly Roll,Calls Me Dad,29,4
The Statler Brothers,Since Jesus Came Into My Heart,23,1
NIKI,Drive On,29,4
Adhitia Sofyan,Sesuatu Di Jogja,66,2
TLC,No Scrubs,79,0
The Doobie Brothers,"Take Me in Your Arms (Rock Me a Little While) - Live at The Beacon Theater, New York, NY, 11/18/2018",13,1
Nat King Cole,Autumn Leaves - Remastered,56,2
We The Kings,"Check Yes, Juliet",72,4
SEVENTEEN,Home - Japanese ver.,53,2
"Peter, Paul and Mary",I Dig Rock and Roll Music,41,0
Taylor Swift,Love Story,71,4
Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),62,0
The Rose,Sorry,66,2
Scissor Sisters,I Can't Decide,67,0
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",63,0
Tech N9ne,Riot Maker,56,1
Symphony Worship,Dengan Apa Kan Kubalas (Live),50,4
Ray Scott,My Kind of Music,40,0
REO Speedwagon,"Can't Fight This Feeling - Live at Kemper Arena, Kansas City, MO - January 1985",38,1
LouiVos,Chap Die Rappers,7,4
Jon Wolfe,Better Bartender,24,0
Rupert Holmes,Escape (The Pina Colada Song),74,0
Frédéric Chopin,"Nocturne No.1 In B Flat Minor, Op.9 No.1",64,3
The Rain,Terlatih Patah Hati,63,0
Marshmello,Leave Before You Love Me (with Jonas Brothers),87,0
Younha,WINTER FLOWER(Feat.RM),66,4
Nat King Cole,I Saw Three Ships,54,2
Endank Soekamti,I'm In Love With You,14,0
Dua Lipa,Break My Heart - Moodymann Remix,0,4
Red Hot Chili Peppers,Scar Tissue,78,0
Ludovico Einaudi,Indaco,0,3
The Backseat Lovers,Kilby Girl,80,4
Alex Porat,A Million Dreams,56,2
BØRNS,American Money,70,4
Queen,Bohemian Rhapsody - Remastered 2011,75,4
Norah Jones,Christmas Calling (Jolly Jones),60,2
Billie Eilish,Billie Bossa Nova,78,0
Frédéric Chopin,"Deux Nocturnes, Op. 32: II. Lento",0,3
Iksan Skuter,Teringat Mereka - new version,27,2
Tim McGraw,Love Runs,33,0
Steely Dan,Almost Gothic,0,2
Johnny Mathis,Chances Are (with Ray Conniff & His Orchestra),57,2
DUO JEREMY,Satu Nama,54,2
Usher,OMG (feat. will.i.am),74,4
Keith Jarrett Trio,You've Changed,61,3
Buddy Miller,Deal - Live,19,1
Lyodra,Kalau Bosan,62,2
TWICE,YES or YES,71,0
The Jayhawks,One Man's Problem,23,0
Post Malone,Circles,88,0
Wes Montgomery,A Day In The Life,58,2
Rick Springfield,Found,15,4
Dwight Yoakam,Honky Tonk Man,55,0
Surfaces,Sunday Best,80,0
Eclat Story,Bentuk Cinta,58,2
iann dior,emotions,76,4
Billy Joel,"It's Still Rock and Roll to Me - Live at Madison Square Garden, New York, NY - December 31, 1999",20,1
BLACKPINK,DDU-DU DDU-DU,77,4
Adele,To Be Loved,87,2
Bruno Mars,Locked out of Heaven,86,0
Pretenders,Rebel Rock Me,16,0
Hudson Harris & Haim,A Child Is Born,60,3
Taylor Swift,Style,71,4
The Jayhawks,Tailspin,31,0
Wang Chung,Everybody Have Fun Tonight,16,0
Timmy Tdat,Well Well,1,0
N.Flying,Rooftop,58,0
Frédéric Chopin,"Preludes, Op. 28: No. 13, Lento in F-Sharp Major",0,3
Aaliyah,One In A Million,68,4
John Denver,Season Suite: Fall,27,2
3 Colours Red,Made In Indonesia,1,0
Tim McGraw,How I'll Always Be,28,0
The Police,Every Little Thing She Does Is Magic,74,4
Glenn Miller,In the Mood,59,2
IU,Ending Scene,64,2
Weezer,Island In The Sun,78,0
Big Sean,Dance (A$$) Remix,65,0
TWICE,F.I.L.A (Fall In Love Again),69,0
Florida Georgia Line,Simple,73,0
Bleu Clair,Make You Mine,47,4
Sammy Simorangkir,Dibalas Dengan Dusta,59,2
Sheila On 7,Anugerah Terindah Yang Pernah Kumiliki,60,4
Rezan,Hiphopakurdi,1,4
Lil Peep,white tee,78,0
Endank Soekamti,Berpetualang,15,0
I-LAND,Into the I-LAND,70,4
NCT 127,The Rainy Night,55,4
Sam Smith,Like I Can,86,0
Grand Funk Railroad,We're An American Band,20,0
Rizky Febian,Cukup Tau,60,2
Burrito Brown,Bastón De Caramelo,57,0
Dewa 19,Selimut Hati,53,2
Kip Moore,Somethin' 'Bout A Truck,69,1
Ricky Skaggs,Uncle Pen,30,0
Tom Petty and the Heartbreakers,French Disconnection,25,2
Neil Sedaka,You Mean Everything to Me,55,2
Zedd,Clarity,76,4
Zac Brown Band,Colder Weather,68,2
Ellie Goulding,Hate Me (with Juice WRLD),77,0
BTS,Embarrassed,59,1
Bob Seger,Shakedown - Remastered,26,4
Taylor Swift,Treacherous (Taylor's Version),83,4
Rauw Alejandro,Todo De Ti,89,4
Jay Farrar,California Zephyr,38,2
Calvin Harris,How Deep Is Your Love,77,4
BTS,Intro: Serendipity,67,2
Vierra,Rasa Ini,57,2
Katy Perry,Roar,77,4
NIKI,La La Lost You - Acoustic Version,72,2
Mariah Carey,We Belong Together,71,0
The Beach Boys,Little Saint Nick - 1991 Remix,77,0
Drake,Fair Trade (with Travis Scott),90,4
The Band,"Rockin' Chair - Live At The Academy Of Music, New York, 1971 / Remastered 2001",15,2
Ted Nugent,Stranglehold,69,4
Galdive,Sorbet,58,2
MAMAMOO,AYA,66,0
Rezan,Danasin (Intro),0,4
IU,LILAC,78,0
WayV-TEN&YANGYANG,Low Low,66,0
Yahya,happiest,60,2
George Ezra,Shotgun,78,0
The Statler Brothers,Noah Found Grace In The Eyes Of The Lord,26,1
Bill Evans Trio,It Might As Well Be Spring,56,3
Alessia Cara,Scars To Your Beautiful,74,4
Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",1,2
TWICE,HELL IN HEAVEN,60,0
Frédéric Chopin,"Nocturnes, Op. 9: No. 1, Larghetto in B-Flat Minor",0,3
The Lumineers,Flowers in Your Hair,66,2
Paul Simon,50 Ways to Leave Your Lover,16,4
Aaron Lee Tasjan,Cartoon Music,19,4
MEDUZA,Tell It To My Heart,83,1
Doja Cat,Candy,72,2
The Byrds,Blue Canadian Rockies,10,2
Erica Smith Trio,Stella By Starlight,54,3
Ludovico Einaudi,Experience,81,3
Etta Jones,If I Had You,56,2
Joe Cocker,Don't Let the Sun Go Down On Me,13,4
Galdive,Pocket,37,2
Lil Peep,Star Shopping,85,4
Nadin Amizah,Sorai,62,2
ATEEZ,WONDERLAND,69,4
ATEEZ,All About You,58,0
Drake,One Dance,84,4
BTS,2! 3!,64,0
Mahalini,Sisa Rasa,75,2
Bonnie Raitt,"Women Be Wise - Live at the American Music Hall, San Francisco, May, 1976",20,2
Nosstress,"Semoga, Ya",64,2
Stone Sour,Through Glass,72,4
Plain White T's,Hey There Delilah,81,2
P!nk,Cover Me In Sunshine,81,4
Molly Hatchet,Melissa,20,4
The Collective,The ballad of sad young men,57,3
Michael Bublé,Cold December Night,62,4
Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621: Act II: Se all'impero, amici Dei! (Tito)",0,2
White Shoes & The Couples Company,Kisah Dari Selatan Jakarta,52,1
Arrington de Dionyso,Mojowarno,0,3
Demun Jones,Truck Music,41,0
Francis Karel,Low - (Orchestral Version),29,2
Everclear,Santa Monica,71,4
Juice WRLD,Empty,79,4
Claude Debussy,Rêverie,63,3
Glenn Miller,Moonlight Serenade,55,2
Machine Gun Kelly,bloody valentine,77,4
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: I. Introitus",1,3
Tito Puente,Oye Cómo Va,60,2
Dylan Lytle,How My Heart Sings,53,3
Dreamcatcher,Scream,64,4
Dean Friedman,Rocking Chair (It's Gonna Be All Right),21,0
Andmesh,Kumau Dia,62,0
John Denver,"Rocky Mountain High - Live at the Sydney Opera House, Australia - November 1977",19,1
George Jones,Don't Stop The Music - Single Version,26,2
Claus Waidtløw,Stay Around,52,2
Set It Off,Partners in Crime (feat. Ash Costello),71,0
Idgitaf,Takut,71,2
Keith Urban,The Fighter,20,0
Styx,Rockin' The Paradise - Live,14,1
Duke Ellington,Haupe,54,2
blink-182,First Date,74,0
Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,26,2
Lewis Capaldi,Hold Me While You Wait,79,2
Drake,Laugh Now Cry Later (feat. Lil Durk),83,0
Nicolette Larson,Rocking My Baby To Sleep,26,2
Shierro,Quiet Storm,67,3
Ada Band,Lo Bera De,41,3
Jonas Brothers,Sucker,82,0
Claus Waidtløw,Melancholia,57,3
JUNNY,Thank You,62,4
Gene Watson,Enough for You,23,2
Louis Armstrong,Cool Yule,73,2
Sidney Mohede,Only You,50,2
CL,Let It,60,4
Taylor Swift,You Need To Calm Down,79,0
Sam Hunt,House Party,72,0
BTS,Pied Piper,77,0
Climax Blues Band,Couldn't Get It Right,23,4
The Band,I Shall Be Released - Remastered,51,4
CHUNG HA,Snapping,65,0
The Neighbourhood,Pretty Boy,73,0
Teh Manis,Saburai,23,0
The Lovin' Spoonful,Let The Boy Rock 'N' Roll,15,1
PENTAGON,Daisy,64,4
Shierro,Flames to Dust,59,3
Charley Pride,Standing in My Way,34,2
Sammy Simorangkir,Kesedihanku,59,2
Declan McKenna,Brazil,73,0
EST Gee,OD,42,4
RL Grime,UCLA,72,4
Avicii,Wake Me Up,85,0
Sturgill Simpson,Life of Sin,53,0
Kanye West,All Falls Down,76,4
Ten2Five,LIR-ILIR,0,2
A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",76,4
Brad Paisley,Remind Me (with Carrie Underwood),61,4
Bill Charlap Trio,Too Late Now,52,3
The Fray,You Found Me,75,4
Maroon 5,Memories,87,2
Quincy Jones,Soul Bossa Nova,60,1
Sheila On 7,Hari Bersamanya,60,0
Post Malone,Psycho (feat. Ty Dolla $ign),80,2
Olly Murs,Troublemaker (feat. Flo Rida),76,0
JP Saxe,If the World Was Ending (feat. Julia Michaels),82,2
Young Dolph,Major (feat. Key Glock),73,0
Raperin,Jano - Acım,10,4
Gordon Lightfoot,The Soul Is the Rock,14,2
Montgomery Gentry,Hillbilly Shoes,25,0
Ludovico Einaudi,Ombre,0,3
Rapid Rashmi,Independent U,2,2
Mitski,Washing Machine Heart,84,1
Meat Loaf,Rock And Roll Dreams Come Through,15,4
Britney Spears,Gimme More,81,4
JD Souther,Run Like a Thief,13,2
The Greeting Committee,Hands Down,59,2
Ed Sheeran,Photograph,85,2
Fourtwnty,Aku Tenang,61,2
Rihanna,Only Girl (In The World),76,0
Pat Benatar,Please Come Home For Christmas - Remastered,24,4
NAV,Myself,73,2
Carole King,Hard Rock Café,38,1
Bob Seger,Old Time Rock And Roll - Remastered 2011,40,0
Bob Seger,Hollywood Nights - Remastered,32,0
Brad Paisley,Toothbrush,35,2
Red Velvet,Dumb Dumb,62,0
Brad Paisley,Love Her Like She's Leavin' (feat. Don Henley),41,4
Raperin,İro Disa,15,2
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),78,4
Bob Dylan,"I Shall Be Released - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Afternoon",27,1
Tulus,Jangan Cintai Aku Apa Adanya,59,2
Harry Nilsson,Jump into the Fire - Remastered,13,0
Vince Guaraldi Trio,Greensleeves,63,3
Machine Gun Kelly,Candy (feat. Trippie Redd),75,4
Brown Eyed Girls,Love Action (Rap by Miryo),7,0
Triumph,The City: War March / El Duende Agonizante / Minstrel's Lament,20,4
Bad Company,Rock Steady - 2015 Remaster,13,0
Clairo,4EVER,73,0
Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",76,2
Sarah Vaughan,Broken Hearted Melody,58,2
TWICE,CACTUS,67,4
Bob Dylan,"Sara - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Afternoon",39,1
Ten2Five,Cintaku Pada-Nya (Shalawat),2,2
Digable Planets,Rebirth Of Slick (Cool Like Dat),61,0
Drowning Pool,Bodies,75,0
BTS,Hip Hop Phile,57,0
aespa,Savage,83,0
Rod Wave,Rags2Riches 2 (feat. Lil Baby),73,4
Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),82,4
Taylor Swift,Paper Rings,78,0
Foghat,Couldn't Make Her Stay - 2016 Remaster,14,2
BIBI,KAZINO,68,4
Doja Cat,Up And Down,74,0
John Denver,Season Suite: Winter,27,2
Blue Öyster Cult,"R.U. Ready 2 Rock - Live at Fox Theater, Atlanta, GA - April 1978",18,1
Louis Prima,Pennies From Heaven - Remastered 1999,62,2
Charley Crockett,Are We Lonesome Yet,43,0
Halsey,Nightmare,72,4
Ariana Grande,The Way,71,0
Trippie Redd,Miss The Rage (feat. Playboi Carti),77,1
Etta James,I Just Want To Make Love To You - Single Version,65,2
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),81,4
Spice Girls,Wannabe,81,0
BLACKPINK,Pretty Savage - JP Ver.,68,4
Bryson Tiller,Always Forever,61,4
Stephen Bishop,Rock And Roll Slave,19,2
The Beatles,Come Together - Remastered 2009,79,4
The Band,"The Shape I'm In - Live At The Academy Of Music, New York, 1971 / Remastered 2001",19,2
The Band,"Don't Do It - Live At The Academy Of Music, New York, 1971 / Remastered 2001",41,1
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Three - For The Third Day Of Christmas: No. 31 Aria: ""Schließe, mein Herze, dies selige Wunder""",0,2
TOMORROW X TOGETHER,New Rules,62,4
GSoul,Broken Record,60,0
Harry Styles,Sign of the Times,83,4
Herbie Hancock,Watermelon Man,57,0
Rihanna,Love On The Brain,82,4
Otto,Coba Sekali Lagi,0,2
Sam Smith,Dancing With A Stranger (with Normani),79,2
John Mayer,Slow Dancing in a Burning Room,75,2
John Denver,Darcy Farrow,39,2
mike.,These Days,74,2
Cheap Trick,The House Is Rockin' (With Domestic Problems),23,1
Edward Chen,Tuhan Tak Pernah Gagal,53,2
The Chainsmokers,Something Just Like This,84,4
The Charlie Daniels Band,The Devil Went Down to Georgia,70,0
Deftones,Change (In the House of Flies),74,4
Ella Fitzgerald,I've Got A Crush On You,56,2
The Police,Message In A Bottle,76,0
Styx,Too Much Time On My Hands,20,0
Genesis,That's All - 2007 Remaster,65,0
$uicideboy$,Paris,78,4
STAYC,SO BAD,68,0
Iksan Skuter,Kaupun Malaikatku,27,2
Willy Anggawinata,"I Like You So Much, You'll Know It",50,2
Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: I. Allegro",0,2
Flughand,rideon,55,3
girl in red,bad idea!,77,4
Elton John,I'm Still Standing,81,0
BTS,Blue & Grey,77,2
Joey Alexander,Tis Our Prayer,45,3
Monsta X,Love Killa,63,4
Homicide (Indonesia),Klandestin,15,4
Bruno Mars,Marry You,75,4
EmmJee,Neene Yendigu (Rap Cover),1,2
Harvey Danger,Flagpole Sitta,65,4
Wolfgang Amadeus Mozart,"Piano Sonata No. 10 in C Major, K. 330: II. Andante cantabile",0,3
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),67,1
Tim McGraw,Don't Make Me Feel At Home,24,2
DESH,After Dawn,59,3
DPR LIVE,Venus,56,0
TOMORROW X TOGETHER,Cat & Dog,67,4
Grateful Dead,"Sugaree - Live Radio City Music Hall Oct., 1980",19,1
benny blanco,Eastside (with Halsey & Khalid),78,2
System Of A Down,Aerials,75,4
Patti Page,Old Cape Cod,57,2
Joe Walsh,Rocky Mountain Way,39,4
Mc Kresha,Thirri Krejt Shoqet,39,0
Grandpa Jones,Old Towzer,33,2
Neon Trees,Everybody Talks,82,0
GOT7,Lullaby,59,0
BTS,Outro: Her,60,4
Kenny Wayne Shepherd,The Spider and the Fly (feat. James Cotton),28,0
LouiVos,Pak Je Saaf,3,0
BTS,Moon,73,0
Koop,Koop Island Blues,49,2
EVERGLOW,DUN DUN,71,4
Insane Clown Posse,In My Room,73,1
Pat Benatar,Hit Me With Your Best Shot - Remastered,44,0
Tangga,Cinta Begini,54,2
Dua Lipa,Levitating (feat. DaBaby),87,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Six - For The Feast Of Epiphany: No. 54 Chor: ""Herr, wenn die stolzen Feinde schnauben""",0,3
Mitski,Nobody,79,4
The Band,Rockin’ Chair - Live At The Academy Of Music / 1971,12,2
Wolfgang Amadeus Mozart,"Piano Trio in C Major, K. 548: II. Andante cantabile",0,3
John Lennon,Happy Xmas (War Is Over) - Remastered 2010,84,1
Bad Company,Live for the Music - 2015 Remaster,14,0
Hanin Dhiya,Where Is The Love (feat. NIve),50,2
Bill Champlin,Satisfaction,24,0
Astoria Three,On a rainy night,56,3
The Beatles,Something - Remastered 2009,72,4
Perry Como,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",70,2
Stray Kids,Silent Cry,68,0
Bad Company,Bad Company - 2015 Remaster,38,2
LOONA,"Not Friends (Sung by HeeJin, Kim Lip, JinSoul, Yves) (Prod. RYAN JHUN)",60,0
Ayesha Erotica,Emo Boy,72,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: ""Jauchzet, frohlocket""",0,2
WILLOW,Time Machine,75,2
Sia,Cheap Thrills,72,0
Sevyn Streeter,It Won't Stop (feat. Chris Brown) - EP Version,73,4
Chris Lane,"Big, Big Plans",70,4
KaspaHauser,Windmills,57,2
Bon Jovi,Livin' On A Prayer,84,0
Zivilia,Aishiteru,53,0
The Foundations,Build Me Up Buttercup - Mono,74,0
Tech N9ne,EF U (Easier for You),55,2
Barenaked Ladies,One Week,70,0
Summer Walker,Bitter - Narration By Cardi B,75,2
Drake,Teenage Fever,77,4
Tony Q Rastafara,Satu Cinta Indonesia,14,1
First and Forever,Let This Love Lie Dead,47,4
Bad Company,Easy on My Soul - Previously Unreleased Version,19,0
Grand Funk Railroad,Some Kind Of Wonderful - Remastered 1999,68,0
George Ezra,Budapest,78,4
Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,17,2
Kuipers & Winter,"O Come, O Come, Emanuel",61,2
Ringo Starr,A Dose of Rock 'n' Roll,11,0
Doja Cat,Cyber Sex,75,0
Ten2Five,CINTAKU PADA NYA / SHALAWAT,0,2
Coleman Hawkins Quartet,Don't Love Me,63,2
The Jayhawks,Tampa To Tulsa,25,2
Maroon 5,Sugar,81,0
Ginuwine,Pony,73,0
Yuvan Shankar Raja,"Over'a Feel Pannuren (From ""Hero"")",1,0
Bad Company,Simple Man - 2015 Remaster,18,0
Jean Sibelius,"13 Pieces, Op. 76: No. 3 Carillon",64,3
Bryan Adams,Run To You,20,0
Miley Cyrus,Wrecking Ball,78,2
Derek & The Dominos,Matchbox (with Johnny Cash & Carl Perkins),28,1
Harry Styles,Lights Up,78,4
Park Hwayobi,At this rate (feat.PANDA) (Rap Ver.),0,2
Ella Fitzgerald,We Three Kings - Remastered,51,2
Trois Amis,Angels from the Realms of Glory,52,3
Steely Dan,Dirty Work,15,2
Bad Company,"Rock ""N"" Roll Fantasy - Live At Red Rocks",17,1
SEVENTEEN,Anyone,65,4
Tech N9ne,No See Umz,54,4
e.via,"Oppa! Can I rap? (Feat. VASCO, and Ji-Goo In of Bang Sa Neung) - Radio Edit",19,0
